img_path,seq
data\NER_data\twitter2017_images\O_1684.jpg,two beautiful women in bikinis standing next to each other
data\NER_data\twitter2017_images\O_1697.jpg,a man getting his hair cut in a barber shop
data\NER_data\twitter2017_images\O_1698.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\O_17.jpg,a collage of basketball players with a caption for each team
data\NER_data\twitter2017_images\O_170.jpg,a woman pointing a finger at the camera
data\NER_data\twitter2017_images\O_1700.jpg,a man in a star wars outfit holding a gun
data\NER_data\twitter2017_images\O_1701.jpg,a man with a microphone next to a picture of a man with a microphone
data\NER_data\twitter2017_images\O_1703.jpg,a split photo of a man in a suit and a man in a fedora
data\NER_data\twitter2017_images\O_1704.jpg,the most points without a turnover in nba finals
data\NER_data\twitter2017_images\O_1705.jpg,a male basketball player in a blue uniform
data\NER_data\twitter2017_images\O_1708.jpg,a woman in a short black dress standing on a red carpet
data\NER_data\twitter2017_images\O_1710.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_1711.jpg,a picture of a man talking into a microphone
data\NER_data\twitter2017_images\O_1713.jpg,a man standing next to a woman in a park
data\NER_data\twitter2017_images\O_1717.jpg,a collage of basketball players and their coaches
data\NER_data\twitter2017_images\O_1723.jpg,a man and a woman sitting in a car
data\NER_data\twitter2017_images\O_1726.jpg,a man standing on top of a stage holding a microphone
data\NER_data\twitter2017_images\O_1727.jpg,a woman in a blue and white dress on a red carpet
data\NER_data\twitter2017_images\O_1729.jpg,a close up of a text on a piece of paper
data\NER_data\twitter2017_images\O_1732.jpg,a pink alarm clock with a picture of one direction on it
data\NER_data\twitter2017_images\O_1736.jpg,a split photo of a man and another man
data\NER_data\twitter2017_images\O_1737.jpg,a cell phone with a list of things on it
data\NER_data\twitter2017_images\O_1738.jpg,a young man wearing a camo jacket and hat
data\NER_data\twitter2017_images\O_1741.jpg,two basketball players giving each other a high five
data\NER_data\twitter2017_images\O_1744.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\O_1745.jpg,a television screen with a picture of donald trump on it
data\NER_data\twitter2017_images\O_1747.jpg,a man holding a microphone in his right hand
data\NER_data\twitter2017_images\O_175.jpg,a man in a suit and tie standing on a red carpet
data\NER_data\twitter2017_images\O_1752.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_1754.jpg,a couple of young men standing next to each other
data\NER_data\twitter2017_images\O_1756.jpg,a drawing of a dog driving a car in front of an american flag
data\NER_data\twitter2017_images\O_1759.jpg,a screen shot of a facebook page with a picture of donald j trump
data\NER_data\twitter2017_images\O_176.jpg,russell westbrook is a basketball player for the new york mets
data\NER_data\twitter2017_images\O_1761.jpg,a tweet from ryan reynolds on twitter
data\NER_data\twitter2017_images\O_1763.jpg,a man in a suit and tie standing in front of an american flag
data\NER_data\twitter2017_images\O_1765.jpg,a man in a suit waves to the crowd
data\NER_data\twitter2017_images\O_1766.jpg,a man in a tuxedo waves to the crowd
data\NER_data\twitter2017_images\O_1780.jpg,a black and white photo with a quote on it
data\NER_data\twitter2017_images\O_1783.jpg,a woman in a silver dress standing on a red carpet
data\NER_data\twitter2017_images\O_1786.jpg,a sculpture of an owl on a pedestal
data\NER_data\twitter2017_images\O_1792.jpg,a painting of a man in a suit and tie
data\NER_data\twitter2017_images\O_1793.jpg,a man in a suit and tie making a face
data\NER_data\twitter2017_images\O_1795.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\O_1796.jpg,a man in a suit sitting at a table
data\NER_data\twitter2017_images\O_18.jpg,a statue of liberty with a blue sky in the background
data\NER_data\twitter2017_images\O_180.jpg,a woman in a trench coat walking through an airport
data\NER_data\twitter2017_images\O_1801.jpg,a collage of photos of a man singing into a microphone
data\NER_data\twitter2017_images\O_1802.jpg,two men in suits standing in a hallway
data\NER_data\twitter2017_images\O_1805.jpg,a black and white photo of a man doing a trick on a skateboard
data\NER_data\twitter2017_images\O_1806.jpg,a man without a shirt on a beach
data\NER_data\twitter2017_images\O_1807.jpg,the president of the united states making a speech
data\NER_data\twitter2017_images\O_1810.jpg,a picture of a quote from snoop dogg
data\NER_data\twitter2017_images\O_1811.jpg,a group of people dressed up as zombies
data\NER_data\twitter2017_images\O_1814.jpg,a man giving a little girl a high five
data\NER_data\twitter2017_images\O_182.jpg,a newspaper with a picture of clinton impaced
data\NER_data\twitter2017_images\O_1823.jpg,the white house is shown in a blue circle
data\NER_data\twitter2017_images\O_1824.jpg,a close up of a person wearing glasses
data\NER_data\twitter2017_images\O_183.jpg,a close up of a person holding a microphone
data\NER_data\twitter2017_images\O_1831.jpg,a black and white photo of two people shaking hands
data\NER_data\twitter2017_images\O_1834.jpg,a picture of a tall building with a quote on it
data\NER_data\twitter2017_images\O_1835.jpg,["a group of people holding signs with a picture of a man's face"]
data\NER_data\twitter2017_images\O_1837.jpg,a man in a suit pointing at pictures on a wall
data\NER_data\twitter2017_images\O_1841.jpg,a man in a suit and tie holding his hands up to his ears
data\NER_data\twitter2017_images\O_1842.jpg,a black and white photo of a young man
data\NER_data\twitter2017_images\O_1844.jpg,a man in a dress shirt giving a thumbs up
data\NER_data\twitter2017_images\O_1845.jpg,a man in a suit and a little boy in a costume
data\NER_data\twitter2017_images\O_1849.jpg,"[""a picture of a flag and a cross with the words, we are nation under god let's start acting like it""]"
data\NER_data\twitter2017_images\O_1852.jpg,a collage of photos of soccer players hugging each other
data\NER_data\twitter2017_images\O_1853.jpg,two men in suits shaking hands in front of a door
data\NER_data\twitter2017_images\O_1856.jpg,a woman in a white dress and a little girl in a white dress
data\NER_data\twitter2017_images\O_1859.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\O_1862.jpg,a hand holding a rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub rub
data\NER_data\twitter2017_images\O_1866.jpg,a screen shot of a soccer game
data\NER_data\twitter2017_images\O_1871.jpg,a close up of a person with a beard
data\NER_data\twitter2017_images\O_188.jpg,a bunch of newspapers with donald trump on them
data\NER_data\twitter2017_images\O_1886.jpg,a beautiful woman in a red and white bikini
data\NER_data\twitter2017_images\O_189.jpg,a man in a suit and tie speaking at a podium
data\NER_data\twitter2017_images\O_1890.jpg,a man in a mask sitting in front of a window
data\NER_data\twitter2017_images\O_1893.jpg,a split photo of president trump and vice biden
data\NER_data\twitter2017_images\O_1895.jpg,a close up of a person with a microphone
data\NER_data\twitter2017_images\O_1898.jpg,a woman sitting on top of a trash can
data\NER_data\twitter2017_images\O_19.jpg,a woman in short shorts and a blue shirt
data\NER_data\twitter2017_images\O_1900.jpg,a woman in a dress holding up a green sign
data\NER_data\twitter2017_images\O_1902.jpg,a man in a white jersey holding a basketball
data\NER_data\twitter2017_images\O_1903.jpg,a room with a water fountain inside of it
data\NER_data\twitter2017_images\O_1905.jpg,a black and white photo with a quote on it
data\NER_data\twitter2017_images\O_1907.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\O_1909.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\O_1911.jpg,a man and a woman standing next to each other on a red carpet
data\NER_data\twitter2017_images\O_1912.jpg,a man in a hat and coat standing in front of a crowd of people
data\NER_data\twitter2017_images\O_1914.jpg,a collage of photos of a group of people
data\NER_data\twitter2017_images\O_192.jpg,two men in suits and ties are facing each other
data\NER_data\twitter2017_images\O_1920.jpg,a group of people in animal costumes crossing a street
data\NER_data\twitter2017_images\O_1924.jpg,a woman in a black jacket is sitting on a bench
data\NER_data\twitter2017_images\O_1926.jpg,a collage of three men wearing sunglasses
data\NER_data\twitter2017_images\O_1927.jpg,a man and a child standing next to an old car
data\NER_data\twitter2017_images\O_1928.jpg,a collage of harry potter pictures with some of them sayings
data\NER_data\twitter2017_images\O_1930.jpg,a man in a suit talking to a woman in a green dress
data\NER_data\twitter2017_images\O_1940.jpg,a magazine cover with a woman in a white dress
data\NER_data\twitter2017_images\O_1941.jpg,a close up of a person holding a microphone
data\NER_data\twitter2017_images\O_1942.jpg,a man in a pink shirt riding a pink motorcycle
data\NER_data\twitter2017_images\O_195.jpg,a man standing next to a woman on a red carpet
data\NER_data\twitter2017_images\O_1951.jpg,a crowd of people standing around a man in a suit
data\NER_data\twitter2017_images\O_1952.jpg,a man with long hair holding a cell phone to his mouth
data\NER_data\twitter2017_images\O_1955.jpg,a woman driving a car in a parking lot
data\NER_data\twitter2017_images\O_1958.jpg,a woman giving a speech at a podium
data\NER_data\twitter2017_images\O_1959.jpg,a woman in a red dress posing for a picture
data\NER_data\twitter2017_images\O_1961.jpg,a man in a suit and tie next to a picture of a man in a suit and tie
data\NER_data\twitter2017_images\O_1962.jpg,a picture of a man in a suit and tie
data\NER_data\twitter2017_images\O_1965.jpg,a split photo of two men in suits and ties
data\NER_data\twitter2017_images\O_1966.jpg,a couple of people that are standing together
data\NER_data\twitter2017_images\O_1968.jpg,a black and white photo with a quote on it
data\NER_data\twitter2017_images\O_197.jpg,a woman with blonde hair and blue eyes
data\NER_data\twitter2017_images\O_1972.jpg,a young man with his eyes closed standing in front of a blue background
data\NER_data\twitter2017_images\O_1976.jpg,a dvd disc with the top gun logo on it
data\NER_data\twitter2017_images\O_1977.jpg,a man holding up a smart phone in front of an apple logo
data\NER_data\twitter2017_images\O_198.jpg,a number of movies on sale on a mobile device
data\NER_data\twitter2017_images\O_1982.jpg,a picture of a man with a hat and sunglasses
data\NER_data\twitter2017_images\O_1985.jpg,a poster for a basketball game with the name russell westbrook
data\NER_data\twitter2017_images\O_1986.jpg,a man in a tuxedo and a woman in a ball gown
data\NER_data\twitter2017_images\O_1987.jpg,a basketball player flexing his muscles in front of a crowd
data\NER_data\twitter2017_images\O_1988.jpg,a woman in fishnet stockings and heels stepping out of a car
data\NER_data\twitter2017_images\O_1989.jpg,a close up of a person wearing a black shirt
data\NER_data\twitter2017_images\O_199.jpg,a person holding a piece of paper with writing on it
data\NER_data\twitter2017_images\O_1990.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\O_1995.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_20.jpg,a man is holding a sparkler in front of his head
data\NER_data\twitter2017_images\O_200.jpg,a man standing in front of a bed in a room
data\NER_data\twitter2017_images\O_2000.jpg,a large stadium with a soccer field inside of it
data\NER_data\twitter2017_images\O_2003.jpg,a man and a woman standing at a podium
data\NER_data\twitter2017_images\O_2008.jpg,["a black and white photo of a woman's face"]
data\NER_data\twitter2017_images\O_2009.jpg,a woman in a pink dress talking on a cell phone
data\NER_data\twitter2017_images\O_2010.jpg,a group of basketball players standing next to each other
data\NER_data\twitter2017_images\O_2011.jpg,a stadium filled with lots of people watching a soccer game
data\NER_data\twitter2017_images\O_2013.jpg,a group of people standing outside of a store
data\NER_data\twitter2017_images\O_2022.jpg,a basketball player dribbling a basketball during a game
data\NER_data\twitter2017_images\O_2025.jpg,a black shirt with a picture of two men on it
data\NER_data\twitter2017_images\O_2028.jpg,a poster for a concert with the dates for friday and friday
data\NER_data\twitter2017_images\O_203.jpg,a close up of a person with long hair
data\NER_data\twitter2017_images\O_2033.jpg,a news page with a picture of a man and a woman
data\NER_data\twitter2017_images\O_2035.jpg,a political poster with a picture of donald and clinton
data\NER_data\twitter2017_images\O_2039.jpg,a screenshot of a poll on a cell phone
data\NER_data\twitter2017_images\O_204.jpg,a man in a suit and tie holding something in his hands
data\NER_data\twitter2017_images\O_2042.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_2046.jpg,a number of items on a cell phone
data\NER_data\twitter2017_images\O_2049.jpg,a basketball player holding his arms out in front of a crowd
data\NER_data\twitter2017_images\O_2050.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2051.jpg,a man and a woman are shown in the same picture
data\NER_data\twitter2017_images\O_2053.jpg,a man standing on a stage with a microphone
data\NER_data\twitter2017_images\O_2054.jpg,a man in a red jacket is running
data\NER_data\twitter2017_images\O_2055.jpg,a group of people riding bikes down a road
data\NER_data\twitter2017_images\O_2058.jpg,a male in a black shirt a microphone and some lights
data\NER_data\twitter2017_images\O_2059.jpg,"two basketball players in blue uniforms, one holding a basketball"
data\NER_data\twitter2017_images\O_2060.jpg,a man standing in front of a microphone
data\NER_data\twitter2017_images\O_2065.jpg,a poster with a bunch of people in the background
data\NER_data\twitter2017_images\O_2068.jpg,a man with a black shirt and a black tie
data\NER_data\twitter2017_images\O_207.jpg,lady in fishnet tights and a silver jacket
data\NER_data\twitter2017_images\O_2072.jpg,a young man in a colorful shirt and leggings
data\NER_data\twitter2017_images\O_2074.jpg,a man in a suit and tie walking down the street
data\NER_data\twitter2017_images\O_2075.jpg,two men sitting on chairs in front of a stage
data\NER_data\twitter2017_images\O_2078.jpg,a naked man laying on a bed holding a bunch of grapes
data\NER_data\twitter2017_images\O_208.jpg,a black and white photo of a man wearing a tie
data\NER_data\twitter2017_images\O_2082.jpg,a group of women sitting in front of microphones
data\NER_data\twitter2017_images\O_2087.jpg,the president of the united states giving a speech
data\NER_data\twitter2017_images\O_2091.jpg,a close up of a person wearing a costume
data\NER_data\twitter2017_images\O_2101.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\O_2105.jpg,a man in a suit and tie holding his hand up to his ear
data\NER_data\twitter2017_images\O_2107.jpg,a group of people standing around a bar
data\NER_data\twitter2017_images\O_2109.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_211.jpg,a man wearing glasses and a hat
data\NER_data\twitter2017_images\O_2112.jpg,a woman in a gold dress posing for a picture
data\NER_data\twitter2017_images\O_2113.jpg,a split photo of a man in a red hat and a man in a suit
data\NER_data\twitter2017_images\O_2127.jpg,a man in a suit and tie sitting in a chair
data\NER_data\twitter2017_images\O_2130.jpg,a black man and a white woman both wearing necklaces
data\NER_data\twitter2017_images\O_2135.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2138.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\O_2139.jpg,a shirtless man taking a selfie in a mirror
data\NER_data\twitter2017_images\O_214.jpg,a man holding a trophy while standing next to a woman
data\NER_data\twitter2017_images\O_2141.jpg,a group of men standing on top of a soccer field
data\NER_data\twitter2017_images\O_2145.jpg,a large white boat in the middle of the ocean
data\NER_data\twitter2017_images\O_2158.jpg,a man in black shirt and jeans walking on stage
data\NER_data\twitter2017_images\O_216.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2168.jpg,a group of people walking around a parking lot
data\NER_data\twitter2017_images\O_2169.jpg,a man with a cigarette in his mouth
data\NER_data\twitter2017_images\O_2171.jpg,a male in a white shirt holding an award
data\NER_data\twitter2017_images\O_2172.jpg,a baseball card with a picture of ryan braun
data\NER_data\twitter2017_images\O_2177.jpg,a screenshot of a cartoon character on a cell phone
data\NER_data\twitter2017_images\O_2178.jpg,a group of people standing in front of a podium
data\NER_data\twitter2017_images\O_2179.jpg,a man in a tuxedo playing a guitar
data\NER_data\twitter2017_images\O_218.jpg,a close up of two people at a press conference
data\NER_data\twitter2017_images\O_2183.jpg,a couple of men standing next to each other in front of microphones
data\NER_data\twitter2017_images\O_2186.jpg,a woman holding a baby in her arms
data\NER_data\twitter2017_images\O_2187.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_219.jpg,a black and white drawing of wizard family
data\NER_data\twitter2017_images\O_2191.jpg,the cover of a magazine with a woman in a dress
data\NER_data\twitter2017_images\O_2195.jpg,a bunch of political buttons on a wall
data\NER_data\twitter2017_images\O_2196.jpg,a cartoon picture of a spider - man and a spider - man pointing at each other
data\NER_data\twitter2017_images\O_2198.jpg,a man in a suit and tie standing in front of microphones
data\NER_data\twitter2017_images\O_22.jpg,a woman in a blue dress standing next to a man in a black suit
data\NER_data\twitter2017_images\O_222.jpg,a cell phone with a bunch of texts on it
data\NER_data\twitter2017_images\O_2226.jpg,a man in a suit speaking into a microphone
data\NER_data\twitter2017_images\O_2232.jpg,a man standing next to another man smoking a cigarette
data\NER_data\twitter2017_images\O_2233.jpg,a group of three people standing next to each other
data\NER_data\twitter2017_images\O_2234.jpg,a close up of a book with pictures of children
data\NER_data\twitter2017_images\O_2236.jpg,a group of men standing next to each other on bicycles
data\NER_data\twitter2017_images\O_2241.jpg,two men standing next to each other in a room
data\NER_data\twitter2017_images\O_2248.jpg,a man in a suit and tie standing next to a man in a suit
data\NER_data\twitter2017_images\O_225.jpg,a man in a suit and tie sitting in front of a microphone
data\NER_data\twitter2017_images\O_2250.jpg,a woman in a blue dress standing on a red carpet
data\NER_data\twitter2017_images\O_2251.jpg,a woman in a pink shirt is holding a clipboard
data\NER_data\twitter2017_images\O_2253.jpg,a man in a blue shirt and black pants
data\NER_data\twitter2017_images\O_2261.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2264.jpg,a picture of some people talking to each other
data\NER_data\twitter2017_images\O_2267.jpg,a gold coin with an image of a woman
data\NER_data\twitter2017_images\O_2271.jpg,a man in a suit and tie standing in front of a waterfall
data\NER_data\twitter2017_images\O_2275.jpg,a woman in a white top and black skirt
data\NER_data\twitter2017_images\O_2276.jpg,a man in a tie dye shirt with earphones on
data\NER_data\twitter2017_images\O_2283.jpg,["a women's nike jersey with the number 12 on it"]
data\NER_data\twitter2017_images\O_2284.jpg,a man in a red hat is walking out of a store
data\NER_data\twitter2017_images\O_2286.jpg,a bride and groom standing on a balcony
data\NER_data\twitter2017_images\O_229.jpg,a split photo of president donald and vice biden
data\NER_data\twitter2017_images\O_2291.jpg,a black and white photo of a car
data\NER_data\twitter2017_images\O_23.jpg,["a painting of a man's face on a wall"]
data\NER_data\twitter2017_images\O_230.jpg,"a man holding a large check for $ 10, 000"
data\NER_data\twitter2017_images\O_2302.jpg,two pictures of president donald and first lady
data\NER_data\twitter2017_images\O_2305.jpg,a pair of scissors sitting on top of a pile of money
data\NER_data\twitter2017_images\O_2308.jpg,a close up of a person wearing a wrist watch
data\NER_data\twitter2017_images\O_2311.jpg,a black and white photo with a quote on it
data\NER_data\twitter2017_images\O_2312.jpg,the front page of the new york post
data\NER_data\twitter2017_images\O_2313.jpg,a digital painting of a woman in a pink dress
data\NER_data\twitter2017_images\O_2316.jpg,a bird walking across a dirt road next to tall grass
data\NER_data\twitter2017_images\O_2319.jpg,a woman standing on a sidewalk next to a street
data\NER_data\twitter2017_images\O_2323.jpg,a man with dreadlocks standing with his hands in his pockets
data\NER_data\twitter2017_images\O_2324.jpg,a woman in a blue dress posing for a picture
data\NER_data\twitter2017_images\O_233.jpg,a man with no shirt sitting in a bathtub
data\NER_data\twitter2017_images\O_2330.jpg,a man sitting at a podium with a bottle of beer
data\NER_data\twitter2017_images\O_2331.jpg,a woman singing into a microphone on stage
data\NER_data\twitter2017_images\O_2332.jpg,["a person's hand on a piece of paper next to a laptop"]
data\NER_data\twitter2017_images\O_2336.jpg,the president of the united states giving a speech
data\NER_data\twitter2017_images\O_234.jpg,a woman sitting at a table with a sign in front of her
data\NER_data\twitter2017_images\O_2344.jpg,a basketball player is trying to block a shot
data\NER_data\twitter2017_images\O_235.jpg,a blue bus driving down a street next to a tall building
data\NER_data\twitter2017_images\O_2350.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\O_2353.jpg,a black and white photo with a quote on it
data\NER_data\twitter2017_images\O_2358.jpg,a man without a shirt on a beach
data\NER_data\twitter2017_images\O_2359.jpg,three men in suits and hats posing for a picture
data\NER_data\twitter2017_images\O_236.jpg,a computer screen with the text media not displayed
data\NER_data\twitter2017_images\O_2360.jpg,a man kneeling down next to a tree
data\NER_data\twitter2017_images\O_2361.jpg,a large group of military men standing next to each other
data\NER_data\twitter2017_images\O_2364.jpg,a man and a woman sitting next to each other
data\NER_data\twitter2017_images\O_2368.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_2369.jpg,a painting of a cow and a woman in front of a house
data\NER_data\twitter2017_images\O_2371.jpg,a woman in a black dress standing in front of a microphone
data\NER_data\twitter2017_images\O_2381.jpg,a man in a suit and tie with a black background
data\NER_data\twitter2017_images\O_2382.jpg,a mannequin wearing a dress with a pattern on it
data\NER_data\twitter2017_images\O_2388.jpg,a man standing in front of a crowd of people holding signs
data\NER_data\twitter2017_images\O_2389.jpg,a statue of a man wearing a top hat and a suit
data\NER_data\twitter2017_images\O_239.jpg,a man with dreadlocks standing in front of a black background
data\NER_data\twitter2017_images\O_2391.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\O_2392.jpg,a couple of men playing a game of basketball
data\NER_data\twitter2017_images\O_2394.jpg,two pictures of donald duck and donald duck
data\NER_data\twitter2017_images\O_24.jpg,a man holding a flag and pointing to the side
data\NER_data\twitter2017_images\O_2400.jpg,a poster with a picture of a woman on it
data\NER_data\twitter2017_images\O_2403.jpg,a man and a woman sitting on top of each other
data\NER_data\twitter2017_images\O_2404.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\O_2406.jpg,a man in a tuxedo is talking to a woman
data\NER_data\twitter2017_images\O_2407.jpg,a man wearing sunglasses standing in front of a plane
data\NER_data\twitter2017_images\O_241.jpg,a man in a tuxedo holding an award
data\NER_data\twitter2017_images\O_2413.jpg,a woman in a short black dress standing on a red carpet
data\NER_data\twitter2017_images\O_2414.jpg,a woman in a white dress standing in front of a wall
data\NER_data\twitter2017_images\O_2417.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_2422.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2432.jpg,a woman sitting in a car with a man behind her
data\NER_data\twitter2017_images\O_2433.jpg,a man and a woman sitting next to each other
data\NER_data\twitter2017_images\O_2435.jpg,a group of uniformed men standing next to each other
data\NER_data\twitter2017_images\O_2439.jpg,a woman sitting in front of a microphone
data\NER_data\twitter2017_images\O_244.jpg,a soccer player is celebrating with his arms in the air
data\NER_data\twitter2017_images\O_2441.jpg,a picture of a person with a quote on it
data\NER_data\twitter2017_images\O_2444.jpg,a woman laying on a couch looking at her cell phone
data\NER_data\twitter2017_images\O_2447.jpg,a man with a smirk on his face
data\NER_data\twitter2017_images\O_2448.jpg,a comic strip about how to make a pirate plan
data\NER_data\twitter2017_images\O_2451.jpg,a woman sitting in a chair with her hands folded
data\NER_data\twitter2017_images\O_2452.jpg,a collage of four photos of politicians
data\NER_data\twitter2017_images\O_2453.jpg,a man and a woman walking down a street
data\NER_data\twitter2017_images\O_2458.jpg,a woman in a white suit posing for a photo
data\NER_data\twitter2017_images\O_246.jpg,a man in a blue uniform sitting on a bench
data\NER_data\twitter2017_images\O_2460.jpg,a woman in a white dress sitting on a couch next to a man in a suit
data\NER_data\twitter2017_images\O_2467.jpg,a louis vuitton trunk with handles and handles
data\NER_data\twitter2017_images\O_2468.jpg,a man and a woman sitting next to each other on a couch
data\NER_data\twitter2017_images\O_2469.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2471.jpg,a soccer player dives to catch the ball
data\NER_data\twitter2017_images\O_2473.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\O_2475.jpg,a man in a suit and glasses with a quote from stephen king
data\NER_data\twitter2017_images\O_2476.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\O_248.jpg,a man that is sitting in front of a piano
data\NER_data\twitter2017_images\O_2480.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\O_2486.jpg,two women in bikinis standing on a beach
data\NER_data\twitter2017_images\O_2487.jpg,a woman brushing her teeth in front of a mirror
data\NER_data\twitter2017_images\O_2488.jpg,a woman in a blue dress standing next to a man in a tuxedo
data\NER_data\twitter2017_images\O_2492.jpg,a man in a suit and tie making a face
data\NER_data\twitter2017_images\O_2496.jpg,a political poster with a picture of president obama
data\NER_data\twitter2017_images\O_2498.jpg,two black holes ate each other and ripped the fabric of spacetime
data\NER_data\twitter2017_images\O_250.jpg,a man with eye patches on his face
data\NER_data\twitter2017_images\O_2502.jpg,a man and a woman posing for a picture
data\NER_data\twitter2017_images\O_2504.jpg,a man and a woman standing outside of a building
data\NER_data\twitter2017_images\O_2506.jpg,a woman with blonde hair and a red dress
data\NER_data\twitter2017_images\O_251.jpg,a close up of a person wearing a necklace
data\NER_data\twitter2017_images\O_2510.jpg,a man with blonde hair standing in front of a crowd
data\NER_data\twitter2017_images\O_2512.jpg,two pictures of a bus with advertisements on the side
data\NER_data\twitter2017_images\O_2515.jpg,a group of young children sitting next to each other
data\NER_data\twitter2017_images\O_2519.jpg,a woman in a white dress standing in front of a poster
data\NER_data\twitter2017_images\O_2528.jpg,a man with a cigarette in his mouth
data\NER_data\twitter2017_images\O_2532.jpg,two women standing next to each other on a red carpet
data\NER_data\twitter2017_images\O_2534.jpg,a man and a woman sitting next to each other
data\NER_data\twitter2017_images\O_2536.jpg,a man and a woman standing next to a table with pictures on it
data\NER_data\twitter2017_images\O_2537.jpg,a woman is signing autographs for fans
data\NER_data\twitter2017_images\O_254.jpg,a woman in a white dress posing for a picture
data\NER_data\twitter2017_images\O_2546.jpg,two men sitting at a table with microphones in front of them
data\NER_data\twitter2017_images\O_2549.jpg,a man sitting in a chair next to another man
data\NER_data\twitter2017_images\O_255.jpg,a black shirt with a picture of a man and a crow on it
data\NER_data\twitter2017_images\O_2552.jpg,a woman in a black and red outfit holding a microphone
data\NER_data\twitter2017_images\O_2553.jpg,a man in a pink polka dot shirt holding a microphone
data\NER_data\twitter2017_images\O_2554.jpg,a woman in a red dress posing for a picture
data\NER_data\twitter2017_images\O_2556.jpg,a facebook page with a picture of manchester united players
data\NER_data\twitter2017_images\O_2557.jpg,a busy city street filled with lots of traffic
data\NER_data\twitter2017_images\O_256.jpg,a woman in a black and white dress standing on a sidewalk
data\NER_data\twitter2017_images\O_2561.jpg,a woman in a red dress sitting next to a man in a black suit
data\NER_data\twitter2017_images\O_2562.jpg,a man and a woman posing for a picture
data\NER_data\twitter2017_images\O_2563.jpg,a woman giving a speech at a podium
data\NER_data\twitter2017_images\O_2565.jpg,a man and a woman taking a selfie
data\NER_data\twitter2017_images\O_2566.jpg,a bee and a bee wasp
data\NER_data\twitter2017_images\O_2568.jpg,a man eating a bowl of fruit with a spoon
data\NER_data\twitter2017_images\O_2570.jpg,a couple of women standing next to each other
data\NER_data\twitter2017_images\O_2573.jpg,the sports illustrated logo on a black background
data\NER_data\twitter2017_images\O_2579.jpg,a woman sitting in a chair with a smile on her face
data\NER_data\twitter2017_images\O_2582.jpg,a large pool of water surrounded by trees
data\NER_data\twitter2017_images\O_2586.jpg,a collage of photos of harry potter and other characters
data\NER_data\twitter2017_images\O_2587.jpg,a woman wearing a dress with blue flowers on it
data\NER_data\twitter2017_images\O_2593.jpg,["a black and white photo of a woman's eye"]
data\NER_data\twitter2017_images\O_2594.jpg,a woman standing next to a wall with her hands on her hips
data\NER_data\twitter2017_images\O_26.jpg,a woman in a leopard print dress holding an award
data\NER_data\twitter2017_images\O_2602.jpg,a close up of a person in a suit and tie
data\NER_data\twitter2017_images\O_2608.jpg,a group of men playing a game of basketball
data\NER_data\twitter2017_images\O_2609.jpg,a woman holding a sign that says women for trump
data\NER_data\twitter2017_images\O_2611.jpg,a painting of two men kissing each other
data\NER_data\twitter2017_images\O_2612.jpg,a man with a beard is playing basketball
data\NER_data\twitter2017_images\O_2615.jpg,a screen shot of the sun website
data\NER_data\twitter2017_images\O_2616.jpg,a man in a suit and tie with a black background
data\NER_data\twitter2017_images\O_2619.jpg,a drawing of a man in a suit and tie
data\NER_data\twitter2017_images\O_262.jpg,the american and canadian flags are close together
data\NER_data\twitter2017_images\O_2620.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\O_2623.jpg,a man and a little girl posing for a picture
data\NER_data\twitter2017_images\O_2624.jpg,a screenshot of a text message from a person
data\NER_data\twitter2017_images\O_2627.jpg,a man holding a sign that says just the tip
