img_path,seq
data\RE_data\img_org\val\twitter_stream_2018_05_07_10_0_2_34.jpg,a group of people walking down a sidewalk under cherry blossom trees
data\RE_data\img_org\val\twitter_stream_2018_05_07_10_0_2_45.jpg,a woman sitting in a car with a surprised look on her face
data\RE_data\img_org\val\twitter_stream_2018_05_07_10_0_2_47.jpg,a satellite image of a large body of water
data\RE_data\img_org\val\twitter_stream_2018_05_07_10_0_2_60.jpg,a large crowd of people in a stadium
data\RE_data\img_org\val\twitter_stream_2018_05_07_10_0_2_67.jpg,a group of people standing around a man holding a bouquet of flowers
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_123.jpg,a group of young men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_155.jpg,a group of people playing a game of ice hockey
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_178.jpg,a large rocket on top of a building at night
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_206.jpg,a couple of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_232.jpg,a man holding a flag and pointing to something
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_32.jpg,a young man flexing his muscles in front of a blue and white backdrop
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_61.jpg,a man in a suit and tie on a news anchor
data\RE_data\img_org\val\twitter_stream_2018_05_07_11_0_2_77.jpg,a screenshot of a city with a bridge and a clock tower
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_108.jpg,a man standing in front of a crowd of people
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_117.jpg,a race car driving down a race track
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_127.jpg,a video game with a bunch of characters on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_159.jpg,a baby sitting on the floor next to president obama
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_173.jpg,a large white building with two flags on top of it
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_177.jpg,a collage of photos of people with instagrams
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_20.jpg,a couple of men standing on top of a football field
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_225.jpg,a football helmet on the sidelines of a football field
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_23.jpg,a couple of people that are standing up
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_245.jpg,a man in a suit and tie smiling at the camera
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_31.jpg,a man playing a guitar while singing into a microphone
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_33.jpg,a man in a suit and tie standing at a podium
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_66.jpg,a woman in a black suit and sunglasses
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_82.jpg,a man playing a guitar on stage at a concert
data\RE_data\img_org\val\twitter_stream_2018_05_07_12_0_2_85.jpg,a group of boats docked at a pier
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_144.jpg,a man and a woman standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_213.jpg,a black and white photo of a clock tower
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_32.jpg,a woman in a black and white dress standing on a red carpet
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_42.jpg,a painting of two men standing in front of a bookcase
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_50.jpg,a man in a blue shirt is playing pool
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_6.jpg,a man in a priest's outfit giving a speech
data\RE_data\img_org\val\twitter_stream_2018_05_07_13_0_2_7.jpg,a woman holding her finger up to her ear
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_103.jpg,a group of people walking down a street
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_147.jpg,a woman in a silver dress posing for a picture
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_187.jpg,a shelf that has a bunch of star wars items on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_208.jpg,a red flag with a girl's preparatory academy on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_214.jpg,a brick building with a sign that reads lincoln north east
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_35.jpg,a letter written to a man in a suit and tie
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_59.jpg,two men standing next to each other in front of a poster
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_6.jpg,a street view of a residential area with a tree in the foreground
data\RE_data\img_org\val\twitter_stream_2018_05_07_14_0_2_80.jpg,a woman in a blue shirt and a man in a suit
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_118.jpg,a monument in the middle of a grassy area
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_124.jpg,a plane is flying over a small tunnel
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_216.jpg,a group of three women standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_223.jpg,a drawing of two black men with their mouths open
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_26.jpg,a woman with a green turban on her head
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_28.jpg,a woman standing in front of a microphone
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_5.jpg,a group of people holding signs in the air
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_90.jpg,a couple of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_15_0_2_98.jpg,the indian times breaking news logo on a blue background
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_119.jpg,a man in a yellow jacket and blue pants with the words operation whiteout above his head
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_120.jpg,a man in a suit and tie with his mouth open
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_153.jpg,a woman in a bikini on a runway
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_191.jpg,a news anchor is talking to a reporter
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_20.jpg,three women standing next to each other on a red carpet
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_229.jpg,a projector screen with a picture of a device on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_230.jpg,a screenshot of a text message on a cell phone
data\RE_data\img_org\val\twitter_stream_2018_05_07_16_0_2_7.jpg,a woman in a white dress standing next to a white car
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_100.jpg,a group of people sitting around a table with laptops
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_103.jpg,a man walking down a street at night
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_152.jpg,a man holding a cheetah up to his face
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_154.jpg,a newspaper article with a picture of a bunch of gingers
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_179.jpg,two police officers standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_180.jpg,a page from the washington d c's cookbook
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_194.jpg,a man in a suit and tie standing in front of a screen
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_203.jpg,a man and a woman walking in a park
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_41.jpg,a sci - fi character in a sci - fi environment
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_47.jpg,a man and a woman posing for a picture at a baseball game
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_66.jpg,a group of women standing next to each other on a stage
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_69.jpg,a picture of a woman's face with the caption when you hate israel and try to destroy it but then you get sad
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_78.jpg,a man with a beard and a man with a red tie
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_80.jpg,a birthday card with a zebra on the lawn
data\RE_data\img_org\val\twitter_stream_2018_05_07_17_0_2_83.jpg,a man with tattoos on his face and neck
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_118.jpg,a man standing next to a purple and yellow character
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_121.jpg,a building with a sign that says assad mobbed by schoolkids
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_149.jpg,a drawing of a dog with a poem written on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_158.jpg,a man standing at a podium with flowers in front of him
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_163.jpg,a diagram showing the different types of windows
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_194.jpg,a woman in a green outfit getting into a truck
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_212.jpg,a woman sitting in a chair with her legs crossed
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_58.jpg,a black and white photo of a group of people
data\RE_data\img_org\val\twitter_stream_2018_05_07_18_0_2_8.jpg,a chalk drawing of a question mark on a blackboard
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_120.jpg,a flyer for a youth golf outing
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_129.jpg,a tweet from donald trump on twitter
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_209.jpg,a woman in a black and gold outfit
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_58.jpg,a man in a suit and tie standing in front of a cake
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_62.jpg,a woman with blonde hair is looking at the camera
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_8.jpg,a collage of photos of people laying on the floor
data\RE_data\img_org\val\twitter_stream_2018_05_07_19_0_2_98.jpg,a black and white photo of a man holding a camera
data\RE_data\img_org\val\twitter_stream_2018_05_07_1_0_2_148.jpg,a crowd of people standing around a yellow bus
data\RE_data\img_org\val\twitter_stream_2018_05_07_1_0_2_44.jpg,a group of men playing a game of basketball
data\RE_data\img_org\val\twitter_stream_2018_05_07_1_0_2_45.jpg,a couple of men standing next to each other on a soccer field
data\RE_data\img_org\val\twitter_stream_2018_05_07_1_0_2_46.jpg,a man and a woman sitting in chairs in a room
data\RE_data\img_org\val\twitter_stream_2018_05_07_1_0_2_97.jpg,a woman wearing glasses and a headscarf
data\RE_data\img_org\val\twitter_stream_2018_05_07_20_0_2_162.jpg,a woman sitting in a chair with her legs crossed
data\RE_data\img_org\val\twitter_stream_2018_05_07_20_0_2_197.jpg,a couple of men swimming in the ocean
data\RE_data\img_org\val\twitter_stream_2018_05_07_20_0_2_224.jpg,a screen shot of a news page with a picture of a group of people
data\RE_data\img_org\val\twitter_stream_2018_05_07_20_0_2_66.jpg,two basketball players jumping up in the air
data\RE_data\img_org\val\twitter_stream_2018_05_07_21_0_2_14.jpg,a screenshot of a soccer player's profile
data\RE_data\img_org\val\twitter_stream_2018_05_07_21_0_2_171.jpg,a woman with long blonde hair wearing a black dress
data\RE_data\img_org\val\twitter_stream_2018_05_07_21_0_2_22.jpg,there are only two kids what kind of conservative vote will you be at the next election?
data\RE_data\img_org\val\twitter_stream_2018_05_07_21_0_2_37.jpg,a statue of a cat holding a flag in front of a window
data\RE_data\img_org\val\twitter_stream_2018_05_07_22_0_2_111.jpg,a group of people standing on a stage
data\RE_data\img_org\val\twitter_stream_2018_05_07_22_0_2_113.jpg,a man in a suit standing in front of a crowd
data\RE_data\img_org\val\twitter_stream_2018_05_07_22_0_2_220.jpg,a toy figure of a teenage mutant ninja
data\RE_data\img_org\val\twitter_stream_2018_05_07_22_0_2_241.jpg,a man and a woman standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_22_0_2_74.jpg,a close up of a person giving a thumbs up
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_107.jpg,a woman in a black dress posing for a picture
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_117.jpg,a woman in a blue gown with a crown on her head
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_25.jpg,a graphic of a football player running with the ball
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_250.jpg,a man in a tuxedo and a woman in a gown
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_300.jpg,a group of people standing around each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_52.jpg,a man in a long coat and a crown standing outside of a building
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_72.jpg,a woman in a white gown and a man in a black suit
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_82.jpg,a group of people standing around a red carpet
data\RE_data\img_org\val\twitter_stream_2018_05_07_23_0_2_97.jpg,a woman in a pink gown standing in front of a crowd
data\RE_data\img_org\val\twitter_stream_2018_05_07_2_0_2_115.jpg,a picture of a man on a television screen
data\RE_data\img_org\val\twitter_stream_2018_05_07_2_0_2_148.jpg,a boat sitting on top of a sandy beach
data\RE_data\img_org\val\twitter_stream_2018_05_07_2_0_2_163.jpg,"an advertisement for metallic's album, titled, while watching a scene in which one of"
data\RE_data\img_org\val\twitter_stream_2018_05_07_2_3_19.jpg,a group of men standing on top of a stage
data\RE_data\img_org\val\twitter_stream_2018_05_07_2_3_34.jpg,a group of young children standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_106.jpg,a group of people standing in the middle of a street
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_111.jpg,a man in glasses is sitting at a table
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_140.jpg,a crowd of people watching a woman on a screen
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_185.jpg,a man holding a microphone in front of a flag
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_26.jpg,a man standing at a podium in front of a microphone
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_37.jpg,a drawing of a man with a smile on his face
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_54.jpg,a man and a woman standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_3_0_2_64.jpg,a man in a superman costume standing in a field
data\RE_data\img_org\val\twitter_stream_2018_05_07_4_0_2_112.jpg,a couple of men standing next to each other in a room
data\RE_data\img_org\val\twitter_stream_2018_05_07_4_0_2_150.jpg,a painting of a bunch of flowers in a vase
data\RE_data\img_org\val\twitter_stream_2018_05_07_4_0_2_203.jpg,a man standing on top of a soccer field
data\RE_data\img_org\val\twitter_stream_2018_05_07_4_0_2_89.jpg,a man standing at a podium giving a speech
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_113.jpg,two men sitting at a table in front of microphones
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_114.jpg,a group of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_136.jpg,a woman standing on a wooden deck next to a pool
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_193.jpg,a group of people walking down a street next to a building
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_34.jpg,a man in a suit and tie standing in front of a door
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_46.jpg,a close up of a person with a beard
data\RE_data\img_org\val\twitter_stream_2018_05_07_5_0_2_72.jpg,a black hoodie with a smiley face on it
data\RE_data\img_org\val\twitter_stream_2018_05_07_6_0_2_119.jpg,two women standing next to each other giving the thumbs up
data\RE_data\img_org\val\twitter_stream_2018_05_07_6_0_2_168.jpg,a collage of two pictures with a woman in a white dress and a man in a white shirt
data\RE_data\img_org\val\twitter_stream_2018_05_07_6_0_2_179.jpg,a man in a black hat and a man in a blue jacket
data\RE_data\img_org\val\twitter_stream_2018_05_07_6_0_2_21.jpg,a couple of people standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_6_0_2_44.jpg,a line graph showing the number of people living in the united states
data\RE_data\img_org\val\twitter_stream_2018_05_07_7_0_2_112.jpg,a couple of young men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_05_07_7_0_2_123.jpg,the cover of god's way
data\RE_data\img_org\val\twitter_stream_2018_05_07_7_0_2_144.jpg,a man standing on top of a ladder next to a flag
data\RE_data\img_org\val\twitter_stream_2018_05_07_7_0_2_150.jpg,a group of people standing in front of a dunkin donuts stand
data\RE_data\img_org\val\twitter_stream_2018_05_07_8_0_2_101.jpg,a couple of people that are standing on a stage
data\RE_data\img_org\val\twitter_stream_2018_05_07_8_0_2_213.jpg,a black and white photo of a man and a woman
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_116.jpg,a woman sitting on the beach in a dress
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_150.jpg,a black and white photo of two men and a woman
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_181.jpg,a man wearing a face mask while standing next to another man
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_35.jpg,a boy in a wheel chair in a gym
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_47.jpg,a dragon and gohan fighting in front of a castle
data\RE_data\img_org\val\twitter_stream_2018_05_07_9_0_2_98.jpg,a man in a red cape holding a sword
data\RE_data\img_org\val\twitter_stream_2018_06_11_11_0_2_10.jpg,a man in a jean jacket with his hands in his pockets
data\RE_data\img_org\val\twitter_stream_2018_06_11_11_0_2_198.jpg,a woman is sitting on a table with her arms crossed
data\RE_data\img_org\val\twitter_stream_2018_06_11_11_0_2_32.jpg,a group of men posing for a picture on a plane
data\RE_data\img_org\val\twitter_stream_2018_06_11_12_0_2_192.jpg,a group of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_13_0_2_103.jpg,the duke and princess of cambridge and prince harry
data\RE_data\img_org\val\twitter_stream_2018_06_11_13_0_2_40.jpg,a football helmet is sitting on a table
data\RE_data\img_org\val\twitter_stream_2018_06_11_13_0_2_48.jpg,a man holding a hot dog in front of a vending machine
data\RE_data\img_org\val\twitter_stream_2018_06_11_13_0_2_54.jpg,a group of young men standing next to each other in front of a bus
data\RE_data\img_org\val\twitter_stream_2018_06_11_15_0_2_166.jpg,a man squatting on a rock in the water
data\RE_data\img_org\val\twitter_stream_2018_06_11_15_0_2_93.jpg,a man and a woman standing next to a voting box
data\RE_data\img_org\val\twitter_stream_2018_06_11_16_0_2_104.jpg,a man in a black t - shirt and some people
data\RE_data\img_org\val\twitter_stream_2018_06_11_16_0_2_108.jpg,a woman standing next to a child near a trailer
data\RE_data\img_org\val\twitter_stream_2018_06_11_16_0_2_117.jpg,a man standing in front of a poster
data\RE_data\img_org\val\twitter_stream_2018_06_11_16_0_2_137.jpg,a man and two boys sitting in chairs in a field
data\RE_data\img_org\val\twitter_stream_2018_06_11_16_0_2_143.jpg,a painting of a woman standing next to a piano
data\RE_data\img_org\val\twitter_stream_2018_06_11_17_0_2_35.jpg,a man in a tuxedo standing next to a woman in a gown
data\RE_data\img_org\val\twitter_stream_2018_06_11_18_0_2_120.jpg,a man standing on a boat holding a glass of wine
data\RE_data\img_org\val\twitter_stream_2018_06_11_18_0_2_199.jpg,a grey car parked in a parking garage
data\RE_data\img_org\val\twitter_stream_2018_06_11_18_0_2_92.jpg,a black and white photo of a tennis player
data\RE_data\img_org\val\twitter_stream_2018_06_11_1_0_2_1.jpg,a bunch of colorful items hanging on a wall
data\RE_data\img_org\val\twitter_stream_2018_06_11_1_0_2_125.jpg,a group of men standing around each other on a field
data\RE_data\img_org\val\twitter_stream_2018_06_11_1_0_2_179.jpg,a man with tattoos on his arm holding a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_1_0_2_57.jpg,a city street at night with cars driving on it
data\RE_data\img_org\val\twitter_stream_2018_06_11_20_0_2_147.jpg,a nintendo wii game with a picture of a pikachu holding a game controller
data\RE_data\img_org\val\twitter_stream_2018_06_11_20_0_2_193.jpg,a game boy advance with the game boy advance logo on it
data\RE_data\img_org\val\twitter_stream_2018_06_11_20_0_2_57.jpg,a group of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_20_0_2_70.jpg,a screenshot of a fox in a video game
data\RE_data\img_org\val\twitter_stream_2018_06_11_20_0_2_73.jpg,a group of people standing next to each other in front of a space station
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_115.jpg,a man in a tuxedo points at a woman in a red dress
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_161.jpg,a man holding a baseball bat on a baseball field
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_176.jpg,a woman in a dark room talking on a cell phone
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_49.jpg,a man standing next to another man holding two awards
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_62.jpg,a poster for a concert with a band on it
data\RE_data\img_org\val\twitter_stream_2018_06_11_21_0_2_72.jpg,a woman standing on a stage holding a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_100.jpg,a man in a white suit dancing on a tiled floor
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_116.jpg,two men standing next to each other in a room
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_123.jpg,a painting of a field of flowers with trees in the background
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_134.jpg,a couple of men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_153.jpg,a person sitting in a car holding a cell phone
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_160.jpg,a man walking towards an airplane on the tarmac
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_199.jpg,a woman standing next to a man in front of a tv
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_20.jpg,a group of people sitting on top of a basketball court
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_49.jpg,a man with tattoos on his arm singing into a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_52.jpg,a couple of young men standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_63.jpg,a man in a suit and tie speaking into a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_22_0_2_72.jpg,a man standing in front of a pool table
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_102.jpg,a group of three people standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_140.jpg,a man standing on the side of a boat in the ocean
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_163.jpg,a group of basketball players standing next to each other
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_175.jpg,a billboard on a pole with a sky background
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_179.jpg,a wii game with a bunch of people on it
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_197.jpg,a close up of a bison and a baby bison
data\RE_data\img_org\val\twitter_stream_2018_06_11_23_0_2_71.jpg,a man in a suit and tie standing in front of microphones
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_103.jpg,a football player holding a football in his hands
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_121.jpg,a man sitting next to a boy on the ground
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_194.jpg,a woman standing on stage holding a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_26.jpg,a man waves from the steps of a plane
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_32.jpg,a man standing on a stage in front of a laptop
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_72.jpg,a store front with a blue sign that says hotel stellaum
data\RE_data\img_org\val\twitter_stream_2018_06_11_24_0_2_99.jpg,a woman laying in bed with a dog
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_110.jpg,a man and a woman standing at podiums in front of flags
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_191.jpg,a twitter post with a picture of a man and a woman
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_198.jpg,a group of people standing in front of a sign
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_213.jpg,a man in a suit and tie adjusts his hat
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_244.jpg,a flyer for a sporting event with the names of the teams
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_37.jpg,a man is looking out of a window
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_43.jpg,a cartoon character with a demon like body
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_57.jpg,a group of people standing around a black car
data\RE_data\img_org\val\twitter_stream_2018_06_11_25_0_2_64.jpg,a man in a hoodie playing a guitar
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_1.jpg,a man and a woman holding a small dog
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_108.jpg,a man standing next to a large lion
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_136.jpg,a couple of men sitting next to each other in front of flags
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_154.jpg,a bridge crossing over a river next to a lush green hillside
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_205.jpg,a group of men standing next to each other holding basketballs
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_218.jpg,a close up of a person with gloves on
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_225.jpg,a group of young men standing on top of a basketball court
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_32.jpg,a man in a suit and tie sitting in front of a white house
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_40.jpg,a man with a tattoo on his head talking on a cell phone
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_47.jpg,two men shaking hands in front of a row of flags
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_65.jpg,a man wearing a tie standing in an office
data\RE_data\img_org\val\twitter_stream_2018_06_11_26_0_2_66.jpg,two men shaking hands in front of flags
data\RE_data\img_org\val\twitter_stream_2018_06_11_27_0_2_15.jpg,a flag with the words happy independence day
data\RE_data\img_org\val\twitter_stream_2018_06_11_27_0_2_9.jpg,a woman is smiling and posing for a picture
data\RE_data\img_org\val\twitter_stream_2018_06_11_2_3_113.jpg,a white nike air force low with red and blue accents
data\RE_data\img_org\val\twitter_stream_2018_06_11_2_3_19.jpg,a man in a suit standing in front of a microphone
data\RE_data\img_org\val\twitter_stream_2018_06_11_2_3_32.jpg,a close up of a white building with a logo on it
data\RE_data\img_org\val\twitter_stream_2018_06_11_2_3_8.jpg,a blurry image of a person holding a cell phone
data\RE_data\img_org\val\twitter_stream_2018_06_11_2_3_81.jpg,a group of people sitting on a bench in front of a painting
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_10.jpg,a teddy bear dressed as a police officer
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_129.jpg,a news paper with a picture of a person on it
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_133.jpg,a group of people holding signs in front of a building
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_140.jpg,a man in a wrestling ring talking to a woman
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_141.jpg,a woman in a black top and black pants
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_27.jpg,a man standing in front of a microphone
data\RE_data\img_org\val\twitter_stream_2018_07_23_0_0_2_59.jpg,a group of people standing next to each other in front of flags
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_105.jpg,a man holding a cricket bat and a helmet
data\RE_data\img_org\val\twitter_stream_2018_07_23_10_0_2_110.jpg,a group of people sitting around a television set
